id,subject,hours,planId,type,parentId,stringNumber,blockId,departmentId,code,hoursSelfWork
2081727,Энергоаудит,144,6559,subject,,12,72673,37,Б1.В.12,75
2081711,Источники питания автоматизированных электротехнологических установок и систем,216,6559,subject,,13,72673,37,Б1.В.13,77
2081714,Проектирование электротехнологических установок,252,6559,subject,,14,72673,37,Б1.В.14,169
2081758,Элективные курсы по физической культуре и спорту,328,6559,subject,,15,72673,33,Б1.В.15,89
2081715,Дисциплины по выбору Б1.В.ДВ.1,144,6559,choice,,16,72673,,Б1.В.ДВ.01,56
2081716,Программирование и основы алгоритмизации,144,6559,subject,"2,081,715",17,72673,23,Б1.В.ДВ.01.01,56
2081717,Программирование,144,6559,subject,"2,081,715",18,72673,23,Б1.В.ДВ.01.02,56
2081718,Дисциплины по выбору Б1.В.ДВ.2,252,6559,choice,,19,72673,,Б1.В.ДВ.02,112
2081719,Автоматизация конструирования электротехнологических установок,252,6559,subject,"2,081,718",20,72673,37,Б1.В.ДВ.02.01,112
2081720,Основы систем автоматизированного проектирования электротехнологических установок,252,6559,subject,"2,081,718",21,72673,37,Б1.В.ДВ.02.02,112
2081721,Дисциплины по выбору Б1.В.ДВ.3,144,6559,choice,,22,72673,,Б1.В.ДВ.03,92
2081722,Физические основы электронагрева,144,6559,subject,"2,081,721",23,72673,37,Б1.В.ДВ.03.01,92
2081723,Высокочастотный нагрев диэлектриков,144,6559,subject,"2,081,721",24,72673,37,Б1.В.ДВ.03.02,92
2081724,Дисциплины по выбору Б1.В.ДВ.4,180,6559,choice,,25,72673,,Б1.В.ДВ.04,75
2081725,Силовая импульсная техника,180,6559,subject,"2,081,724",26,72673,37,Б1.В.ДВ.04.01,75
2081726,Электронно-лучевые и лазерные установки,180,6559,subject,"2,081,724",27,72673,37,Б1.В.ДВ.04.02,75
2081712,Дисциплины по выбору Б1.В.ДВ.5,180,6559,choice,,28,72673,,Б1.В.ДВ.05,111
2081713,Моделирование электротехнологических установок,180,6559,subject,"2,081,712",29,72673,37,Б1.В.ДВ.05.01,111
2081728,Численное моделирование индукционных систем в ANSYS,180,6559,subject,"2,081,712",30,72673,37,Б1.В.ДВ.05.02,111
2081729,Дисциплины по выбору Б1.В.ДВ.6,144,6559,choice,,31,72673,,Б1.В.ДВ.06,103
2081730,Электротехнологии переработки промышленных и бытовых отходов,144,6559,subject,"2,081,729",32,72673,37,Б1.В.ДВ.06.01,103
2081731,Основы инженерной защиты окружающей среды,144,6559,subject,"2,081,729",33,72673,37,Б1.В.ДВ.06.02,103
2081732,Дисциплины по выбору Б1.В.ДВ.7,144,6559,choice,,34,72673,,Б1.В.ДВ.07,103
2081733,Теоретические основы высокочастотной электротехники,144,6559,subject,"2,081,732",35,72673,37,Б1.В.ДВ.07.01,103
2081734,Индукционный нагрев,144,6559,subject,"2,081,732",36,72673,37,Б1.В.ДВ.07.02,103
2081743,Тайм-менеджмент,72,6559,subject,,37,72672,19,Б1.О.02,37
2081745,Информатика,144,6559,subject,,38,72672,23,Б1.О.03,58
2081692,Алгебра и геометрия,216,6559,subject,,39,72672,4,Б1.О.04,78
2081693,Математический анализ,432,6559,subject,,40,72672,4,Б1.О.05,156
2081694,Физика,504,6559,subject,,41,72672,30,Б1.О.06,193
2081690,Философия,72,6559,subject,,42,72672,43,Б1.О.07,37
2081691,Правоведение,72,6559,subject,,43,72672,40,Б1.О.08,20
2081696,Информационные технологии,144,6559,subject,,44,72672,37,Б1.О.09,73
2081695,Химия,108,6559,subject,,45,72672,31,Б1.О.10,21
2081748,Основы деловой коммуникации,72,6559,subject,,46,72672,8,Б1.О.11,37
2081689,История,72,6559,subject,,47,72672,40,Б1.О.12,37
2081750,Культурология,72,6559,subject,,48,72672,40,Б1.О.13,37
2081746,Инженерная и компьютерная графика,144,6559,subject,,49,72672,18,Б1.О.14,90
2081706,Теория вероятностей и математическая статистика,144,6559,subject,,50,72672,4,Б1.О.15,57
2081697,Теоретические основы электротехники,504,6559,subject,,51,72672,29,Б1.О.16,137
2081752,Конфликтология,72,6559,subject,,52,72672,42,Б1.О.17,37
2081700,Электротехническое материаловедение,180,6559,subject,,53,72672,17,Б1.О.18,42
2081698,Цифровая электроника,108,6559,subject,,54,72672,20,Б1.О.19,56
2081751,Прикладная механика,180,6559,subject,,55,72672,18,Б1.О.20,92
2081699,Метрология,144,6559,subject,,56,72672,10,Б1.О.21,23
2081754,Основы проектной деятельности,108,6559,subject,,57,72672,12,Б1.О.22,56
2081701,Аналоговая электроника,108,6559,subject,,58,72672,37,Б1.О.23,56
2081703,Электрические машины,180,6559,subject,,59,72672,23,Б1.О.24,42
2081753,Электронные и электрические аппараты,144,6559,subject,,60,72672,23,Б1.О.25,75
2081702,Безопасность жизнедеятельности,144,6559,subject,,61,72672,39,Б1.О.26,41
2081704,Физическая культура и спорт,72,6559,subject,,62,72672,33,Б1.О.27,37
2081759,Дисциплины по выбору Б1.О.ДВ.1,288,6559,choice,,63,72672,,Б1.О.ДВ.01,148
2081760,Иностранный язык,288,6559,subject,"2,081,759",64,72672,9,Б1.О.ДВ.01.01,148
2081761,Русский язык как иностранный,288,6559,subject,"2,081,759",65,72672,41,Б1.О.ДВ.01.02,148
2081739,Производственная практика (преддипломная практика),324,6559,practice,,66,72676,37,Б2.В.01(Пд),322
2081737,Учебная практика (ознакомительная практика),108,6559,practice,,67,72675,37,Б2.О.01(У),107
2081738,Производственная практика (проектная практика),216,6559,practice,,68,72675,37,Б2.О.02(П),214
2081740,Подготовка к защите и защита выпускной квалификационной работы,216,6559,stateExam,,69,72677,37,Б3.01,214
2081735,Военная подготовка (Обучение граждан по программе военной подготовки офицеров запаса на факультете военного обучения (военной кафедре)),576,6559,subject,,70,72678,99,ФТД.01,158
2081736,"Военная подготовка (Обучение граждан по программе военной подготовки солдат, матросов запаса и сержантов, старшин запаса на факультете военного обучения (военной кафедре))",720,6559,subject,,71,72678,99,ФТД.02,214
2081742,Электроснабжение и распределение электрической энергии,144,6559,subject,,72,72678,23,ФТД.03,92
2081741,Настройка и испытание электрооборудования,144,6559,subject,,73,72678,25,ФТД.04,113
2081762,Основы русскоязычной коммуникации в профессиональной сфере,576,6559,subject,,74,72678,41,ФТД.05,247
2081779,Введение в специальность,144,6560,subject,,1,72681,23,Б1.В.01,75
2081831,Возобновляемая энергетика,72,6560,subject,,2,72681,37,Б1.В.02,37
2081781,Теоретическая механика,108,6560,subject,,3,72681,13,Б1.В.03,39
2081832,Инженерная экология,72,6560,subject,,4,72681,7,Б1.В.04,37
2081833,Социология,72,6560,subject,,5,72681,42,Б1.В.05,37
2081783,Микропроцессорные устройства систем управления,144,6560,subject,,6,72681,23,Б1.В.06,75
2081782,Теория автоматического управления,180,6560,subject,,7,72681,25,Б1.В.07,42
2081785,Контроллеры и системы с числовым программным управлением,144,6560,subject,,8,72681,23,Б1.В.08,57
2081822,Экономика электроэнергетики,72,6560,subject,,9,72681,19,Б1.В.09,37
2081784,Электрические машины. Дополнительные главы,144,6560,subject,,10,72681,23,Б1.В.10,75
2081834,Силовая электроника,180,6560,subject,,11,72681,23,Б1.В.11,59
2081835,Электрический привод,180,6560,subject,,12,72681,23,Б1.В.12,42
2081836,Проектирование электрических машин,108,6560,subject,,13,72681,23,Б1.В.13,56
2081788,Автоматизированное проектирование электротехнических устройств,108,6560,subject,,14,72681,23,Б1.В.14,39
2081786,Системы управления электроприводами,180,6560,subject,,15,72681,23,Б1.В.15,92
2081787,Преобразовательная техника,108,6560,subject,,16,72681,23,Б1.В.16,37
2081789,Электропривод в современных технологиях,144,6560,subject,,17,72681,23,Б1.В.17,103
2081791,Автоматизация технологических комплексов и систем,144,6560,subject,,18,72681,23,Б1.В.18,83
2081790,Робототехника,144,6560,subject,,19,72681,23,Б1.В.19,103
2081837,Элективные курсы по физической культуре и спорту,328,6560,subject,,20,72681,33,Б1.В.20,89
2081792,Дисциплины по выбору Б1.В.ДВ.1,144,6560,choice,,21,72681,,Б1.В.ДВ.01,56
2081793,Программирование и основы алгоритмизации,144,6560,subject,"2,081,792",22,72681,23,Б1.В.ДВ.01.01,56
2081794,Программирование,144,6560,subject,"2,081,792",23,72681,23,Б1.В.ДВ.01.02,56
2081795,Дисциплины по выбору Б1.В.ДВ.2,108,6560,choice,,24,72681,,Б1.В.ДВ.02,39
2081796,Надежность электротехнического оборудования,108,6560,subject,"2,081,795",25,72681,23,Б1.В.ДВ.02.01,39
2081797,Диагностика электрооборудования и приводных систем,108,6560,subject,"2,081,795",26,72681,23,Б1.В.ДВ.02.02,39
2081798,Дисциплины по выбору Б1.В.ДВ.3,144,6560,choice,,27,72681,,Б1.В.ДВ.03,58
2081799,Моделирование в электротехнике,144,6560,subject,"2,081,798",28,72681,23,Б1.В.ДВ.03.01,58
2081800,Моделирование в электромеханике,144,6560,subject,"2,081,798",29,72681,23,Б1.В.ДВ.03.02,58
2081801,Дисциплины по выбору Б1.В.ДВ.4,108,6560,choice,,30,72681,,Б1.В.ДВ.04,56
2081802,Электрические измерения в электроэнергетике,108,6560,subject,"2,081,801",31,72681,23,Б1.В.ДВ.04.01,56
2081803,Электрические измерения в электроприводе,108,6560,subject,"2,081,801",32,72681,23,Б1.В.ДВ.04.02,56
2081804,Дисциплины по выбору Б1.В.ДВ.5,108,6560,choice,,33,72681,,Б1.В.ДВ.05,56
2081805,Технологии производства электрических машин,108,6560,subject,"2,081,804",34,72681,23,Б1.В.ДВ.05.01,56
2081806,Автоматизированные системы управления производством,108,6560,subject,"2,081,804",35,72681,23,Б1.В.ДВ.05.02,56
2081807,Дисциплины по выбору Б1.В.ДВ.6,108,6560,choice,,36,72681,,Б1.В.ДВ.06,39
2081808,Системы передачи и распределения электрической энергии,108,6560,subject,"2,081,807",37,72681,23,Б1.В.ДВ.06.01,39
2081809,Производство и передача электрической энергии,108,6560,subject,"2,081,807",38,72681,23,Б1.В.ДВ.06.02,39
2081810,Дисциплины по выбору Б1.В.ДВ.7,108,6560,choice,,39,72681,,Б1.В.ДВ.07,67
2081811,Основы электромеханики,108,6560,subject,"2,081,810",40,72681,23,Б1.В.ДВ.07.01,67
2081812,Основы мехатроники,108,6560,subject,"2,081,810",41,72681,23,Б1.В.ДВ.07.02,67
2081821,Тайм-менеджмент,72,6560,subject,,42,72680,19,Б1.О.02,37
2081827,Информатика,144,6560,subject,,43,72680,23,Б1.О.03,58
2081766,Алгебра и геометрия,216,6560,subject,,44,72680,4,Б1.О.04,78
2081767,Математический анализ,432,6560,subject,,45,72680,4,Б1.О.05,156
2081768,Физика,504,6560,subject,,46,72680,30,Б1.О.06,193
2081764,Философия,72,6560,subject,,47,72680,43,Б1.О.07,37
2081765,Правоведение,72,6560,subject,,48,72680,40,Б1.О.08,20
2081770,Информационные технологии,144,6560,subject,,49,72680,37,Б1.О.09,73
2081769,Химия,108,6560,subject,,50,72680,31,Б1.О.10,21
2081823,Основы деловой коммуникации,72,6560,subject,,51,72680,8,Б1.О.11,37
2081763,История,72,6560,subject,,52,72680,40,Б1.О.12,37
2081826,Культурология,72,6560,subject,,53,72680,40,Б1.О.13,37
2081771,Инженерная и компьютерная графика,144,6560,subject,,54,72680,18,Б1.О.14,90
2081780,Теория вероятностей и математическая статистика,144,6560,subject,,55,72680,4,Б1.О.15,57
2081772,Теоретические основы электротехники,504,6560,subject,,56,72680,29,Б1.О.16,137
2081825,Конфликтология,72,6560,subject,,57,72680,42,Б1.О.17,37
2081828,Электротехническое материаловедение,180,6560,subject,,58,72680,17,Б1.О.18,42
2081773,Цифровая электроника,108,6560,subject,,59,72680,20,Б1.О.19,56
2081829,Прикладная механика,180,6560,subject,,60,72680,18,Б1.О.20,92
2081774,Метрология,144,6560,subject,,61,72680,10,Б1.О.21,23
2081824,Основы проектной деятельности,108,6560,subject,,62,72680,12,Б1.О.22,56
2081775,Аналоговая электроника,108,6560,subject,,63,72680,37,Б1.О.23,56
2081776,Электрические машины,180,6560,subject,,64,72680,23,Б1.О.24,59
2081830,Электронные и электрические аппараты,144,6560,subject,,65,72680,23,Б1.О.25,75
2081777,Безопасность жизнедеятельности,144,6560,subject,,66,72680,39,Б1.О.26,41
2081778,Физическая культура и спорт,72,6560,subject,,67,72680,33,Б1.О.27,37
2081838,Дисциплины по выбору Б1.О.ДВ.1,288,6560,choice,,68,72680,,Б1.О.ДВ.01,148
2081839,Иностранный язык,288,6560,subject,"2,081,838",69,72680,9,Б1.О.ДВ.01.01,148
2081840,Русский язык как иностранный,288,6560,subject,"2,081,838",70,72680,41,Б1.О.ДВ.01.02,148
2081817,Производственная практика (преддипломная практика),324,6560,practice,,71,72684,23,Б2.В.01(Пд),322
2081815,Учебная практика (ознакомительная практика),108,6560,practice,,72,72683,23,Б2.О.01(У),107
2081816,Производственная практика (проектная практика),216,6560,practice,,73,72683,23,Б2.О.02(П),214
2081818,Подготовка к защите и защита выпускной квалификационной работы,216,6560,stateExam,,74,72685,23,Б3.01,214
2081813,Военная подготовка (Обучение граждан по программе военной подготовки офицеров запаса на факультете военного обучения (военной кафедре)),576,6560,subject,,75,72686,99,ФТД.01,158
2081814,"Военная подготовка (Обучение граждан по программе военной подготовки солдат, матросов запаса и сержантов, старшин запаса на факультете военного обучения (военной кафедре))",720,6560,subject,,76,72686,99,ФТД.02,214
2081819,Электрические машины систем автоматики,144,6560,subject,,77,72686,23,ФТД.03,75
2081820,Настройка и испытание электрооборудования,144,6560,subject,,78,72686,25,ФТД.04,113
2081841,Основы русскоязычной коммуникации в профессиональной сфере,576,6560,subject,,79,72686,41,ФТД.05,247
2081858,Введение в специальность,144,6561,subject,,1,74003,25,Б1.В.01,75
2081904,Возобновляемая энергетика,72,6561,subject,,2,74003,37,Б1.В.02,37
2081861,Теоретическая механика,108,6561,subject,,3,74003,13,Б1.В.03,39
2081912,Инженерная экология,72,6561,subject,,4,74003,7,Б1.В.04,37
2081913,Социология,72,6561,subject,,5,74003,42,Б1.В.05,37
2081865,Датчики,108,6561,subject,,6,74003,23,Б1.В.06,56
2081862,Теория автоматического управления,216,6561,subject,,7,74003,25,Б1.В.07,78
2081863,Микропроцессорные устройства систем управления,144,6561,subject,,8,74003,25,Б1.В.08,75
2081859,Экономика электроэнергетики,72,6561,subject,,9,74003,19,Б1.В.09,37
2081866,Устройство и технические средства корабля,108,6561,subject,,10,74003,12,Б1.В.10,39
2081914,Силовая электроника,180,6561,subject,,11,74003,25,Б1.В.11,92
2081915,Электрический привод,180,6561,subject,,12,74003,23,Б1.В.12,42
2081864,Нелинейные системы управления,180,6561,subject,,13,74003,25,Б1.В.13,57
2081868,Гребные электроустановки,180,6561,subject,,14,74003,25,Б1.В.14,92
2081867,Судовые электроэнергетические системы,216,6561,subject,,15,74003,25,Б1.В.15,145
2081870,Электротехническое проектирование,144,6561,subject,,16,74003,37,Б1.В.16,93
2081869,Моделирование систем управления,144,6561,subject,,17,74003,12,Б1.В.17,81
2081893,Судовые автоматизированные приводы,108,6561,subject,,18,74003,25,Б1.В.18,77
2081916,Элективные курсы по физической культуре и спорту,328,6561,subject,,19,74003,33,Б1.В.19,89
2081871,Дисциплины по выбору Б1.В.ДВ.1,144,6561,choice,,20,74003,,Б1.В.ДВ.01,56
2081872,Программирование и основы алгоритмизации,144,6561,subject,"2,081,871",21,74003,12,Б1.В.ДВ.01.01,56
2081873,Программирование,144,6561,subject,"2,081,871",22,74003,23,Б1.В.ДВ.01.02,56
2081874,Дисциплины по выбору Б1.В.ДВ.2,144,6561,choice,,23,74003,,Б1.В.ДВ.02,23
2081875,Микропроцессорные устройства судовых электроэнергетических систем,144,6561,subject,"2,081,874",24,74003,25,Б1.В.ДВ.02.01,23
2081876,Цифровые системы управления,144,6561,subject,"2,081,874",25,74003,25,Б1.В.ДВ.02.02,23
2081877,Дисциплины по выбору Б1.В.ДВ.3,108,6561,choice,,26,74003,,Б1.В.ДВ.03,56
2081878,Надежность и диагностика судового электрооборудования,108,6561,subject,"2,081,877",27,74003,25,Б1.В.ДВ.03.01,56
2081879,Шум и вибрации судового электрооборудования,108,6561,subject,"2,081,877",28,74003,25,Б1.В.ДВ.03.02,56
2081880,Дисциплины по выбору Б1.В.ДВ.4,108,6561,choice,,29,74003,,Б1.В.ДВ.04,39
2081881,Аппаратно-программное моделирование судовых электроэнергетических систем,108,6561,subject,"2,081,880",30,74003,25,Б1.В.ДВ.04.01,39
2081882,Программируемые логические контроллеры,108,6561,subject,"2,081,880",31,74003,25,Б1.В.ДВ.04.02,39
2081883,Дисциплины по выбору Б1.В.ДВ.5,108,6561,choice,,32,74003,,Б1.В.ДВ.05,39
2081884,Моделирование гребных электрических установок двойного рода тока,108,6561,subject,"2,081,883",33,74003,25,Б1.В.ДВ.05.01,39
2081885,Теория оптимального управления,108,6561,subject,"2,081,883",34,74003,12,Б1.В.ДВ.05.02,39
2081886,Дисциплины по выбору Б1.В.ДВ.6,108,6561,choice,,35,74003,,Б1.В.ДВ.06,56
2081887,Настройка и испытание судового электрооборудования,108,6561,subject,"2,081,886",36,74003,25,Б1.В.ДВ.06.01,56
2081888,Технология электромонтажных работ,108,6561,subject,"2,081,886",37,74003,25,Б1.В.ДВ.06.02,56
2081889,Дисциплины по выбору Б1.В.ДВ.7,144,6561,choice,,38,74003,,Б1.В.ДВ.07,93
2081890,Комплексные системы управления судовой электростанцией,144,6561,subject,"2,081,889",39,74003,25,Б1.В.ДВ.07.01,93
2081891,Электротехнические комплексы единых электроэнергетических систем,144,6561,subject,"2,081,889",40,74003,25,Б1.В.ДВ.07.02,93
2081903,Тайм-менеджмент,72,6561,subject,,41,74002,19,Б1.О.02,37
2081909,Информатика,144,6561,subject,,42,74002,23,Б1.О.03,58
2081845,Алгебра и геометрия,216,6561,subject,,43,74002,4,Б1.О.04,78
2081846,Математический анализ,432,6561,subject,,44,74002,4,Б1.О.05,156
2081847,Физика,504,6561,subject,,45,74002,30,Б1.О.06,193
2081843,Философия,72,6561,subject,,46,74002,43,Б1.О.07,37
2081844,Правоведение,72,6561,subject,,47,74002,40,Б1.О.08,20
2081849,Информационные технологии,144,6561,subject,,48,74002,37,Б1.О.09,73
2081848,Химия,108,6561,subject,,49,74002,31,Б1.О.10,21
2081905,Основы деловой коммуникации,72,6561,subject,,50,74002,8,Б1.О.11,37
2081842,История,72,6561,subject,,51,74002,40,Б1.О.12,37
2081908,Культурология,72,6561,subject,,52,74002,40,Б1.О.13,37
2081850,Инженерная и компьютерная графика,144,6561,subject,,53,74002,18,Б1.О.14,90
2081860,Теория вероятностей и математическая статистика,144,6561,subject,,54,74002,4,Б1.О.15,57
2081851,Теоретические основы электротехники,504,6561,subject,,55,74002,29,Б1.О.16,137
2081907,Конфликтология,72,6561,subject,,56,74002,42,Б1.О.17,37
2081921,Электротехническое материаловедение,180,6561,subject,,57,74002,17,Б1.О.18,42
2081852,Цифровая электроника,108,6561,subject,,58,74002,20,Б1.О.19,56
2081910,Прикладная механика,180,6561,subject,,59,74002,18,Б1.О.20,92
2081853,Метрология,144,6561,subject,,60,74002,10,Б1.О.21,23
2081906,Основы проектной деятельности,108,6561,subject,,61,74002,12,Б1.О.22,56
2081854,Аналоговая электроника,108,6561,subject,,62,74002,37,Б1.О.23,56
2081855,Электрические машины,180,6561,subject,,63,74002,23,Б1.О.24,42
2081911,Электронные и электрические аппараты судовых систем управления,108,6561,subject,,64,74002,25,Б1.О.25,39
2081856,Безопасность жизнедеятельности,144,6561,subject,,65,74002,39,Б1.О.26,41
2081857,Физическая культура и спорт,72,6561,subject,,66,74002,33,Б1.О.27,37
2081917,Дисциплины по выбору Б1.О.ДВ.1,288,6561,choice,,67,74002,,Б1.О.ДВ.01,148
2081918,Иностранный язык,288,6561,subject,"2,081,917",68,74002,9,Б1.О.ДВ.01.01,148
2081919,Русский язык как иностранный,288,6561,subject,"2,081,917",69,74002,41,Б1.О.ДВ.01.02,148
2081899,Производственная практика (преддипломная практика),324,6561,practice,,70,74006,25,Б2.В.01(Пд),322
2081897,Учебная практика (ознакомительная практика),108,6561,practice,,71,74005,25,Б2.О.01(У),107
2081898,Производственная практика (проектная практика),216,6561,practice,,72,74005,25,Б2.О.02(П),214
2081900,Подготовка к защите и защита выпускной квалификационной работы,216,6561,stateExam,,73,74007,25,Б3.01,214
2081895,Военная подготовка (Обучение граждан по программе военной подготовки офицеров запаса на факультете военного обучения (военной кафедре)),576,6561,subject,,74,74008,99,ФТД.01,158
2081896,"Военная подготовка (Обучение граждан по программе военной подготовки солдат, матросов запаса и сержантов, старшин запаса на факультете военного обучения (военной кафедре))",720,6561,subject,,75,74008,99,ФТД.02,214
2081901,Энергоаудит,144,6561,subject,,76,74008,37,ФТД.03,75
2081902,Основы математической теории устойчивости,144,6561,subject,,77,74008,25,ФТД.04,83
2081920,Основы русскоязычной коммуникации в профессиональной сфере,576,6561,subject,,78,74008,41,ФТД.05,247
2081938,Введение в специальность,144,6562,subject,,1,73803,23,Б1.В.01,75
2081990,Возобновляемая энергетика,72,6562,subject,,2,73803,37,Б1.В.02,37
2081940,Теоретическая механика,108,6562,subject,,3,73803,13,Б1.В.03,39
2081991,Инженерная экология,72,6562,subject,,4,73803,7,Б1.В.04,37
2081992,Социология,72,6562,subject,,5,73803,42,Б1.В.05,37
2081942,Микропроцессорные средства управления,144,6562,subject,,6,73803,23,Б1.В.06,75
2081941,Теория автоматического управления,180,6562,subject,,7,73803,25,Б1.В.07,42
2081944,Электрическая часть энергоустановок с нетрадиционными и возобновляемыми источниками энергии,144,6562,subject,,8,73803,23,Б1.В.08,57
2081981,"Энергоресурсы, сбережение и учет",72,6562,subject,,9,73803,19,Б1.В.09,37
2081943,Монтаж и наладка станций возобновляемой энергетики,144,6562,subject,,10,73803,23,Б1.В.10,75
2081993,Силовая электроника,180,6562,subject,,11,73803,23,Б1.В.11,59
2081994,Электрический привод,180,6562,subject,,12,73803,23,Б1.В.12,42
2081995,Проектирование и эксплуатация солнечных и ветровых электростанций,108,6562,subject,,13,73803,23,Б1.В.13,56
2081947,Автоматизированное проектирование электротехнических устройств,108,6562,subject,,14,73803,23,Б1.В.14,39
2081945,Системы управления электроприводами,180,6562,subject,,15,73803,23,Б1.В.15,92
2081946,Преобразовательная техника,108,6562,subject,,16,73803,23,Б1.В.16,37
2081948,Электропривод в современных технологиях,144,6562,subject,,17,73803,23,Б1.В.17,103
2081950,Автоматизация установок нетрадиционных и возобновляемых источников энергии,144,6562,subject,,18,73803,23,Б1.В.18,83
2081949,Робототехника,144,6562,subject,,19,73803,23,Б1.В.19,103
2081996,Элективные курсы по физической культуре и спорту,328,6562,subject,,20,73803,33,Б1.В.20,89
2081951,Дисциплины по выбору Б1.В.ДВ.1,144,6562,choice,,21,73803,,Б1.В.ДВ.01,56
2081952,Программирование и основы алгоритмизации,144,6562,subject,"2,081,951",22,73803,23,Б1.В.ДВ.01.01,56
2081953,Программирование,144,6562,subject,"2,081,951",23,73803,23,Б1.В.ДВ.01.02,56
2081954,Дисциплины по выбору Б1.В.ДВ.2,108,6562,choice,,24,73803,,Б1.В.ДВ.02,39
2081955,Надежность электротехнического оборудования,108,6562,subject,"2,081,954",25,73803,23,Б1.В.ДВ.02.01,39
2081956,Диагностика электрооборудования и установок НВИЭ,108,6562,subject,"2,081,954",26,73803,23,Б1.В.ДВ.02.02,39
2081957,Дисциплины по выбору Б1.В.ДВ.3,144,6562,choice,,27,73803,,Б1.В.ДВ.03,58
2081958,Моделирование в электротехнике,144,6562,subject,"2,081,957",28,73803,23,Б1.В.ДВ.03.01,58
2081959,Моделирование в элетроэнергетике,144,6562,subject,"2,081,957",29,73803,23,Б1.В.ДВ.03.02,58
2081960,Дисциплины по выбору Б1.В.ДВ.4,108,6562,choice,,30,73803,,Б1.В.ДВ.04,56
2081961,Электрические измерения в электроэнергетике,108,6562,subject,"2,081,960",31,73803,23,Б1.В.ДВ.04.01,56
2081962,Электрические измерения в электроприводе,108,6562,subject,"2,081,960",32,73803,23,Б1.В.ДВ.04.02,56
2081963,Дисциплины по выбору Б1.В.ДВ.5,108,6562,choice,,33,73803,,Б1.В.ДВ.05,56
2081964,Технологии производства установок с нетрадиционными и возобновляемыми источниками энергии,108,6562,subject,"2,081,963",34,73803,23,Б1.В.ДВ.05.01,56
2081965,Автоматизированные системы управления производством,108,6562,subject,"2,081,963",35,73803,23,Б1.В.ДВ.05.02,56
2081966,Дисциплины по выбору Б1.В.ДВ.6,108,6562,choice,,36,73803,,Б1.В.ДВ.06,39
2081967,Системы передачи и распределения электрической энергии,108,6562,subject,"2,081,966",37,73803,23,Б1.В.ДВ.06.01,39
2081968,Производство и передача электрической энергии,108,6562,subject,"2,081,966",38,73803,23,Б1.В.ДВ.06.02,39
2081969,Дисциплины по выбору Б1.В.ДВ.7,108,6562,choice,,39,73803,,Б1.В.ДВ.07,67
2081970,Основы энергетики,108,6562,subject,"2,081,969",40,73803,23,Б1.В.ДВ.07.01,67
2081971,Основы нетрадиционной энергетики,108,6562,subject,"2,081,969",41,73803,23,Б1.В.ДВ.07.02,67
2081980,Тайм-менеджмент,72,6562,subject,,42,73802,19,Б1.О.01,37
2081986,Информатика,144,6562,subject,,43,73802,23,Б1.О.02,58
2081925,Алгебра и геометрия,216,6562,subject,,44,73802,4,Б1.О.03,78
2081926,Математический анализ,432,6562,subject,,45,73802,4,Б1.О.04,156
2081927,Физика,504,6562,subject,,46,73802,30,Б1.О.05,193
2081923,Философия,72,6562,subject,,47,73802,43,Б1.О.06,37
2081924,Правоведение,72,6562,subject,,48,73802,40,Б1.О.07,20
2081929,Информационные технологии,144,6562,subject,,49,73802,37,Б1.О.08,73
2081928,Химия,108,6562,subject,,50,73802,31,Б1.О.09,21
2081982,Основы деловой коммуникации,72,6562,subject,,51,73802,8,Б1.О.10,37
2081922,История,72,6562,subject,,52,73802,40,Б1.О.11,37
2081985,Культурология,72,6562,subject,,53,73802,40,Б1.О.12,37
2081930,Инженерная и компьютерная графика,144,6562,subject,,54,73802,18,Б1.О.13,90
2081939,Теория вероятностей и математическая статистика,144,6562,subject,,55,73802,4,Б1.О.14,57
2081931,Теоретические основы электротехники,504,6562,subject,,56,73802,29,Б1.О.15,137
2081984,Конфликтология,72,6562,subject,,57,73802,42,Б1.О.16,37
2081987,Электротехническое материаловедение,180,6562,subject,,58,73802,17,Б1.О.17,42
2081932,Цифровая электроника,108,6562,subject,,59,73802,20,Б1.О.18,56
2081988,Прикладная механика,180,6562,subject,,60,73802,18,Б1.О.19,92
2081933,Метрология,144,6562,subject,,61,73802,10,Б1.О.20,23
2081983,Основы проектной деятельности,108,6562,subject,,62,73802,12,Б1.О.21,56
2081934,Аналоговая электроника,108,6562,subject,,63,73802,37,Б1.О.22,56
2081935,Электрические машины,180,6562,subject,,64,73802,23,Б1.О.23,59
2081989,Электронные и электрические аппараты,144,6562,subject,,65,73802,23,Б1.О.24,75
2081936,Безопасность жизнедеятельности,144,6562,subject,,66,73802,39,Б1.О.25,41
2081937,Физическая культура и спорт,72,6562,subject,,67,73802,33,Б1.О.26,37
2081997,Дисциплины по выбору Б1.О.ДВ.1,288,6562,choice,,68,73802,,Б1.О.ДВ.01,148
2081998,Иностранный язык,288,6562,subject,"2,081,997",69,73802,9,Б1.О.ДВ.01.01,148
2081999,Русский язык как иностранный,288,6562,subject,"2,081,997",70,73802,41,Б1.О.ДВ.01.02,148
2081976,Производственная практика (преддипломная практика),324,6562,practice,,71,73806,23,Б2.В.01(Пд),322
2081974,Учебная практика (ознакомительная практика),108,6562,practice,,72,73805,23,Б2.О.01(У),107
2081975,Производственная практика (проектная практика),216,6562,practice,,73,73805,23,Б2.О.02(П),214
2081977,Подготовка к защите и защита выпускной квалификационной работы,216,6562,stateExam,,74,73807,23,Б3.01,214
