id,subject,hours,planId,type,parentId,stringNumber,blockId,departmentId,code,hoursSelfWork
2034728,Введение в специальность,144,5637,subject,,1,71018,31,Б1.В.01,74
2034757,Методы анализа веществ и материалов,144,5637,subject,,2,71018,31,Б1.В.02,72
2034752,"Материалы: прошлое, настоящее, будущее",72,5637,subject,,3,71018,31,Б1.В.03,37
2034758,Структурная химия и кристаллохимия,216,5637,subject,,4,71018,31,Б1.В.04,111
2034778,Химия высокомолекулярных соединений,180,5637,subject,,5,71018,31,Б1.В.05,110
2034777,Физикохимия и технология материалов,108,5637,subject,,6,71018,31,Б1.В.06,73
2034771,Уравнения математической физики,144,5637,subject,,7,71018,4,Б1.В.07,40
2073102,Термодинамика и фазовые равновесия,108,5637,subject,,8,71018,31,Б1.В.08,73
2034762,Физика твердого тела,180,5637,subject,,9,71018,11,Б1.В.09,59
2034773,Квантовая механика и статистическая физика,180,5637,subject,,10,71018,30,Б1.В.10,59
2034774,Численные методы и программы в механике,108,5637,subject,,11,71018,18,Б1.В.11,21
2034775,Возобновляемые источники энергии,108,5637,subject,,12,71018,11,Б1.В.12,73
2034776,Статистическая обработка эксперимента,72,5637,subject,,13,71018,31,Б1.В.13,37
2034786,"Системы сбора, обработки и отображения информации",144,5637,subject,,14,71018,36,Б1.В.14,109
2034787,"Механика твердого тела, гидро- и газодинамика",108,5637,subject,,15,71018,34,Б1.В.15,21
2034788,Ресурсосбережение и экологическая безопасность при производстве материалов,72,5637,subject,,16,71018,31,Б1.В.16,37
2034737,Элективные курсы по физической культуре и спорту,328,5637,subject,,17,71018,33,Б1.В.17,89
2034765,"Модуль ""Современные функциональные материалы""",792,5637,module,,18,71018,,Б1.В.18,513
2034861,Магнитные и полупроводниковые материалы,144,5637,subject,"2,034,765",19,71018,17,Б1.В.18.01,109
2034769,Физикохимия дисперсных систем. Наноматериалы и нанотехнологии,108,5637,subject,"2,034,765",20,71018,31,Б1.В.18.02,73
2034783,Диэлектрические материалы,180,5637,subject,"2,034,765",21,71018,17,Б1.В.18.03,111
2034768,Материалы для катализа и сорбции,72,5637,subject,"2,034,765",22,71018,31,Б1.В.18.04,37
2034766,Физико-химические процессы в электрохимических системах,72,5637,subject,"2,034,765",23,71018,31,Б1.В.18.05,37
2034770,Композиционные и гибридные материалы,108,5637,subject,"2,034,765",24,71018,31,Б1.В.18.06,73
2034784,Материалы солнечной энергетики,108,5637,subject,"2,034,765",25,71018,11,Б1.В.18.07,73
2034781,Дисциплины по выбору Б1. В.ДВ 1,72,5637,choice,,26,71018,,Б1.В.ДВ.01,38
2034782,Управление интеллектуальной собственностью,72,5637,subject,"2,034,781",27,71018,15,Б1.В.ДВ.01.01,38
2034785,Управление личными финансами,72,5637,subject,"2,034,781",28,71018,19,Б1.В.ДВ.01.02,38
2034738,Дисциплины по выбору Б2. В.ДВ.2,72,5637,choice,,29,71018,,Б1.В.ДВ.02,37
2034740,Русский язык и культура речи,72,5637,subject,"2,034,738",30,71018,41,Б1.В.ДВ.02.01,37
2034741,Теория и практика аргументации,72,5637,subject,"2,034,738",31,71018,43,Б1.В.ДВ.02.02,37
2034742,Психология делового общения,72,5637,subject,"2,034,738",32,71018,43,Б1.В.ДВ.02.03,37
2034739,Межличностные коммуникации в малых группах и организациях,72,5637,subject,"2,034,738",33,71018,42,Б1.В.ДВ.02.04,37
2034719,Философия,108,5637,subject,,34,71017,43,Б1.О.01,39
2034720,Алгебра и геометрия,216,5637,subject,,35,71017,4,Б1.О.02,77
2034721,Математический анализ,432,5637,subject,,36,71017,4,Б1.О.03,120
2034727,Информатика,144,5637,subject,,37,71017,36,Б1.О.04,58
2034722,Физика,540,5637,subject,,38,71017,30,Б1.О.05,126
2067609,История России,144,5637,subject,,39,71017,40,Б1.О.06,24
2067610,Инженерная графика,144,5637,subject,,40,71017,18,Б1.О.07,73
2034724,Правоведение,72,5637,subject,,41,71017,40,Б1.О.08,20
2034735,Теория вероятностей и математическая статистика,108,5637,subject,,42,71017,4,Б1.О.09,21
2034730,Компьютерная графика,108,5637,subject,,43,71017,18,Б1.О.10,56
2034734,Экономика,108,5637,subject,,44,71017,19,Б1.О.11,37
2034736,Метрология и измерительная техника,180,5637,subject,,45,71017,10,Б1.О.12,59
2067612,Методы синтеза и исследования материалов,180,5637,subject,,46,71017,31,Б1.О.13,91
2034725,Безопасность жизнедеятельности,108,5637,subject,,47,71017,39,Б1.О.14,39
2034726,Физическая культура и спорт,72,5637,subject,,48,71017,33,Б1.О.15,37
2034753,"Модуль ""Химия""","1,044",5637,module,,49,71017,,Б1.О.16,553
2034754,Общая химия и химия элементов (с основами качественного анализа),180,5637,subject,"2,034,753",50,71017,31,Б1.О.16.01,75
2067611,Практикум по общей химии и химия элементов (с основами качественного анализа),180,5637,subject,"2,034,753",51,71017,31,Б1.О.16.02,108
2073100,Аналитическая химия,144,5637,subject,"2,034,753",52,71017,31,Б1.О.16.03,74
2034779,Физическая химия,144,5637,subject,"2,034,753",53,71017,31,Б1.О.16.04,57
2034759,Химия твердого тела,144,5637,subject,"2,034,753",54,71017,31,Б1.О.16.05,57
2034756,Органическая химия,144,5637,subject,"2,034,753",55,71017,31,Б1.О.16.06,109
2073101,Химическая кинетика твердофазных реакций,108,5637,subject,"2,034,753",56,71017,31,Б1.О.16.07,73
2034731,"Модуль ""Механика""",360,5637,module,,57,71017,,Б1.О.17,133
2034732,Теоретическая механика,108,5637,subject,"2,034,731",58,71017,13,Б1.О.17.01,39
2034733,Прикладная механика,252,5637,subject,"2,034,731",59,71017,18,Б1.О.17.02,94
2106299,Основы российской государственности,72,5637,module,,60,71017,,Б1.О.18,15
2106300,"Зачет с оценкой по дисциплине ""Основы российской государственности""",0,5637,control,"2,106,299",61,71017,40,Б1.О.18.01(К),0
2106301,Российская государственность: историко-правовые аспекты,18,5637,subject,"2,106,299",62,71017,40,Б1.О.18.02,5
2106302,Философские измерения цивилизованного развития России,27,5637,subject,"2,106,299",63,71017,43,Б1.О.18.03,4
2106303,Социально-политические детерминанты развития России,27,5637,subject,"2,106,299",64,71017,42,Б1.О.18.04,6
2034748,Дисциплины по выбору Б1.О.ДВ.1,288,5637,choice,,65,71017,,Б1.О.ДВ.01,148
2034749,Иностранный язык,288,5637,subject,"2,034,748",66,71017,9,Б1.О.ДВ.01.01,148
2034750,Русский язык как иностранный,288,5637,subject,"2,034,748",67,71017,41,Б1.О.ДВ.01.02,148
2034744,Производственная практика (преддипломная практика),432,5637,practice,,68,71021,31,Б2.В.01(Пд),430
2034743,Учебная практика (ознакомительная практика),108,5637,practice,,69,71020,31,Б2.О.01(У),107
2034789,Производственная практика (научно-исследовательская работа),432,5637,practice,,70,71020,31,Б2.О.02(П),430
2034745,Подготовка к процедуре защиты и защита выпускной квалификационной работы,216,5637,stateExam,,71,71022,31,Б3.01,214
2034866,Аналитическая химия биосовместимых материалов,72,5637,subject,,72,71023,31,ФТД.01,55
2034867,Наноматериалы в медицине,72,5637,subject,,73,71023,31,ФТД.02,55
2034751,Основы русскоязычной коммуникации в профессиональной сфере,576,5637,subject,,74,71023,41,ФТД.03,247
2034798,Кинетика и механизм твердофазных реакций,108,5638,subject,,1,74116,31,Б1.В.01,73
2034806,Физико-химические основы образования новой фазы,144,5638,subject,,2,74116,31,Б1.В.02,74
2034814,Физико-химические основы получения материалов,144,5638,subject,,3,74116,31,Б1.В.03,74
2034807,Физико-химическое конструирование функциональных материалов,144,5638,subject,,4,74116,31,Б1.В.04,74
2034808,Современные функциональные материалы,144,5638,subject,,5,74116,31,Б1.В.05,57
2034809,Полимерные и композиционные материалы,108,5638,subject,,6,74116,31,Б1.В.06,73
2034810,Методы обработки измерительной информации,72,5638,subject,,7,74116,31,Б1.В.07,37
2034790,Коммерциализация результатов научных исследований и разработок,72,5638,subject,,8,74115,19,Б1.О.01,37
2034791,Социальные коммуникации в профессиональной среде,72,5638,subject,,9,74115,42,Б1.О.02,37
2034803,Специальные главы математики и механики,108,5638,subject,,10,74115,4,Б1.О.03,38
2034804,Специальные главы физики,108,5638,subject,,11,74115,30,Б1.О.04,38
2034815,Химическая термодинамика материалов,108,5638,subject,,12,74115,31,Б1.О.05,38
2034805,Компьютерные технологии в науке о материалах,72,5638,subject,,13,74115,31,Б1.О.06,54
2034799,"Модуль ""Специальные главы химии""",540,5638,module,,14,74115,,Б1.О.07,327
2034818,"Экзамен по модулю ""Модуль ""Специальные главы химии""""",36,5638,control,"2,034,799",15,74115,31,Б1.О.07.01(К),0
2034800,Современные проблемы науки о материалах,108,5638,subject,"2,034,799",16,74115,31,Б1.О.07.02,73
2034801,"Спецпрактикум ""Методы получения веществ и материалов""",216,5638,subject,"2,034,799",17,74115,31,Б1.О.07.03,145
2034802,"Спецпрактикум ""Методы диагностики веществ и материалов""",180,5638,subject,"2,034,799",18,74115,31,Б1.О.07.04,109
2034811,Дисциплины по выбору Б1.О.ДВ.1,216,5638,choice,,19,74115,,Б1.О.ДВ.01,111
2034813,Иностранный язык,216,5638,subject,"2,034,811",20,74115,9,Б1.О.ДВ.01.01,111
2034812,Русский язык как иностранный,216,5638,subject,"2,034,811",21,74115,41,Б1.О.ДВ.01.02,111
2034793,Производственная практика (научно-исследовательская работа),756,5638,practice,,22,74119,31,Б2.В.01(П),752
2034794,Производственная практика (преддипломная практика),756,5638,practice,,23,74119,31,Б2.В.02(Пд),754
2034792,Учебная практика (ознакомительная практика),324,5638,practice,,24,74118,31,Б2.О.01(У),323
2034795,Подготовка к процедуре защиты и защита выпускной квалификационной работы,324,5638,stateExam,,25,74120,31,Б3.01,322
2034796,Источники рентгеновского излучения,144,5638,subject,,26,74121,36,ФТД.01,92
2034797,Теоретические основы и технологии защиты окружающей среды,144,5638,subject,,27,74121,7,ФТД.02,75
2034845,Специальные разделы теории автоматического управления в робототехнике,180,5639,subject,,1,73235,25,Б1.В.01,110
2034825,Преобразователи частоты,108,5639,subject,,2,73235,25,Б1.В.02,56
2034856,Электромеханотронные робототехнические системы,180,5639,subject,,3,73235,25,Б1.В.03,91
2034841,Модуль 4,180,5639,choice,,4,73235,,Б1.В.ДВ.01,128
2034842,Разработка автоматизированных систем управления на базе современных программируемых логических контроллеров,180,5639,subject,"2,034,841",5,73235,25,Б1.В.ДВ.01.01,128
2034843,Основы промышленной цифровизации,180,5639,subject,"2,034,841",6,73235,25,Б1.В.ДВ.01.02,128
2034844,Модуль 5,180,5639,choice,,7,73235,,Б1.В.ДВ.02,110
2034846,Разработка программного обеспечения для  робототехнических систем,180,5639,subject,"2,034,844",8,73235,25,Б1.В.ДВ.02.01,110
2034857,Операционные системы реального времени,180,5639,subject,"2,034,844",9,73235,25,Б1.В.ДВ.02.02,110
2034852,Модуль 6,180,5639,choice,,10,73235,,Б1.В.ДВ.03,128
2034853,Моделирование механических и тепловых нагрузок,180,5639,subject,"2,034,852",11,73235,37,Б1.В.ДВ.03.01,128
2034854,Перспективная силовая электроника,180,5639,subject,"2,034,852",12,73235,25,Б1.В.ДВ.03.02,93
2034829,Современные методы теории управления,252,5639,subject,,13,73234,25,Б1.О.01,131
2034823,Математическое моделирование робототехнических систем,144,5639,subject,,14,73234,12,Б1.О.02,40
2034828,Теория принятия решений,108,5639,subject,,15,73234,23,Б1.О.03,38
2034824,Проектирование оптимальных систем управления,180,5639,subject,,16,73234,12,Б1.О.04,109
2034855,Методы искусственного интеллекта в мехатронике и робототехнике,180,5639,subject,,17,73234,25,Б1.О.05,93
2034827,Машинное зрение в робототехнических системах,180,5639,subject,,18,73234,25,Б1.О.06,93
2034826,Машинное обучение и анализ данных,180,5639,subject,,19,73234,25,Б1.О.07,111
2034847,Конструирование мехатронных модулей,180,5639,subject,,20,73234,25,Б1.О.08,126
2034831,Дисциплины по выбору студента 1,216,5639,choice,,21,73234,,Б1.О.ДВ.01,111
2034832,Иностранный язык,216,5639,subject,"2,034,831",22,73234,9,Б1.О.ДВ.01.01,111
2034833,Русский язык как иностранный,216,5639,subject,"2,034,831",23,73234,41,Б1.О.ДВ.01.02,111
2034835,Модуль 1,108,5639,choice,,24,73234,,Б1.О.ДВ.02,73
2034836,Организационное поведение,108,5639,subject,"2,034,835",25,73234,42,Б1.О.ДВ.02.01,73
2034837,Социальные коммуникации в профессиональной среде,108,5639,subject,"2,034,835",26,73234,42,Б1.О.ДВ.02.02,73
2034838,Модуль 2,108,5639,choice,,27,73234,,Б1.О.ДВ.03,73
2034839,Менеджмент,108,5639,subject,"2,034,838",28,73234,19,Б1.О.ДВ.03.01,73
2034840,Управление инженерными проектами,108,5639,subject,"2,034,838",29,73234,8,Б1.О.ДВ.03.02,73
2034848,Модуль 3,72,5639,choice,,30,73234,,Б1.О.ДВ.04,37
2034849,Системы обеспечения безопасности технических средств управления,72,5639,subject,"2,034,848",31,73234,39,Б1.О.ДВ.04.01,37
2034850,Электромагнитная совместимость  электрооборудования автономных объектов,72,5639,subject,"2,034,848",32,73234,39,Б1.О.ДВ.04.02,37
2034821,Производственная практика (преддипломная практика),756,5639,practice,,33,73238,25,Б2.В.01(Пд),754
2034819,Учебная практика (ознакомительная практика),108,5639,practice,,34,73237,25,Б2.О.01(У),107
2034820,Производственная практика (технологическая (проектно-технологическая) практика),108,5639,practice,,35,73237,25,Б2.О.02(П),106
2034834,Производственная практика (научно-исследовательская работа),108,5639,practice,,36,73237,25,Б2.О.03(П),106
2034822,"Выполнение, подготовка к процедуре  защиты и защита выпускной квалификационной работы",324,5639,stateExam,,37,73239,25,Б3.01,322
2034830,История науки и техники в области технических систем,108,5639,subject,,38,73240,25,ФТД.01,73
2034851,Теория решения изобретательских задач,108,5639,subject,,39,73240,17,ФТД.02,73
2056067,Основы научных исследований,72,6000,subject,,1,64119,43,Б1.В.01,37
2056075,Процессы электронных и ионных технологий,108,6000,subject,,2,64119,32,Б1.В.02,21
2056074,Волновые процессы в нейроморфных системах,144,6000,subject,,3,64119,32,Б1.В.03,57
2056076,Микроволновая электроника для нейроморфных систем,180,6000,subject,,4,64119,32,Б1.В.04,59
2056078,Компьютерные технологии в разработке нейроморфных систем,144,6000,subject,,5,64119,32,Б1.В.05,23
2098803,Нейроморфные системы на принципах функциональной электроники,144,6000,subject,,6,64119,32,Б1.В.06,23
2056079,"Междисциплинарный проект ""Проектирование микроволнового устройства и технологии изготовления""",108,6000,subject,,7,64119,32,Б1.В.07,98
2056070,Дисциплины по выбору Б1.В.ДВ.1,72,6000,choice,,8,64119,,Б1.В.ДВ.01,37
2056071,Коммерциализация результатов научных исследований и разработок,72,6000,subject,"2,056,070",9,64119,19,Б1.В.ДВ.01.01,37
2056093,Внешнеэкономическая деятельность организаций,72,6000,subject,"2,056,070",10,64119,19,Б1.В.ДВ.01.02,37
2056080,Дисциплины по выбору Б1.В.ДВ.2,108,6000,choice,,11,64119,,Б1.В.ДВ.02,21
2056081,Электронные устройства в телекоммуникациях,108,6000,subject,"2,056,080",12,64119,32,Б1.В.ДВ.02.01,21
2056082,Вакуумно-плазменные технологии в электронике,108,6000,subject,"2,056,080",13,64119,32,Б1.В.ДВ.02.02,21
2056083,Дисциплины по выбору Б1.В.ДВ.3,180,6000,choice,,14,64119,,Б1.В.ДВ.03,42
2056084,Современные методы  проектирования интегральных схем сверхвысоких частот,180,6000,subject,"2,056,083",15,64119,32,Б1.В.ДВ.03.01,42
2056085,Диагностика материалов электроники,180,6000,subject,"2,056,083",16,64119,32,Б1.В.ДВ.03.02,42
2056094,Дисциплины по выбору Б1.В.ДВ.4,144,6000,choice,,17,64119,,Б1.В.ДВ.04,23
2056095,Перспективы  микроэлектроники для нейроморфных систем,144,6000,subject,"2,056,094",18,64119,32,Б1.В.ДВ.04.01,23
2056096,Технологии перспективных материалов для нейроморфных систем,144,6000,subject,"2,056,094",19,64119,32,Б1.В.ДВ.04.02,23
2056068,Компьютерные технологии и моделирование в электронике,108,6000,subject,,20,64118,32,Б1.О.01,37
2056069,Микропроцессорная техника,144,6000,subject,,21,64118,36,Б1.О.02,40
2056072,Процессы микро- и нанотехнологии,144,6000,subject,,22,64118,32,Б1.О.03,23
2056073,Современные проблемы электроники,144,6000,subject,,23,64118,55,Б1.О.04,92
2056097,Дисциплины по выбору Б1.О.ДВ.1,216,6000,choice,,24,64118,,Б1.О.ДВ.01,111
2056099,Русский язык как иностранный,216,6000,subject,"2,056,097",25,64118,41,Б1.О.ДВ.01.01,111
2056098,Иностранный язык,216,6000,subject,"2,056,097",26,64118,9,Б1.О.ДВ.01.02,111
2056087,Учебная практика (научно-исследовательская работа (получение первичных навыков научно-исследовательской работы)),324,6000,practice,,27,64122,32,Б2.В.01(У),323
2056088,Производственная практика (проектно-конструкторская практика),432,6000,practice,,28,64122,32,Б2.В.02(П),430
2056100,Производственная практика (производственно-технологическая практика),324,6000,practice,,29,64122,32,Б2.В.03(П),322
2056089,Производственная практика (преддипломная практика),756,6000,practice,,30,64121,32,Б2.О.01(Пд),754
2056090,Выполнение и защита выпускной квалификационной работы,324,6000,stateExam,,31,64123,32,Б3.01,322
2056086,Военная подготовка (Обучение граждан по программе военной подготовки офицеров запаса на факультете военного обучения (военной кафедре)),504,6000,subject,,32,64124,99,ФТД.01,137
2056091,Религиоведение,72,6000,subject,,33,64124,40,ФТД.02,37
2056092,Прикладная механика,108,6000,subject,,34,64124,18,ФТД.03,39
2056101,Основы научных исследований,72,6001,subject,,1,64175,43,Б1.В.01,37
2056120,Физическая оптика,108,6001,subject,,2,64175,11,Б1.В.02,21
2056124,Материалы интегральной фотоники,108,6001,subject,,3,64175,11,Б1.В.03,21
2056125,Приемники оптического излучения,144,6001,subject,,4,64175,11,Б1.В.04,57
2056282,Интегральная и волоконная оптика,144,6001,subject,,5,64175,11,Б1.В.05,40
2056283,Диагностика материалов оптоэлектроники и интегральной фотоники,144,6001,subject,,6,64175,11,Б1.В.06,57
2056131,Фотоника,72,6001,subject,,7,64175,11,Б1.В.07,20
2056126,Компьютерные технологии в разработке устройств радиофотоники,144,6001,subject,,8,64175,32,Б1.В.08,23
2056121,Элементы фотонных интегральных схем,144,6001,subject,,9,64175,11,Б1.В.09,23
2056109,"Междисциплинарный проект ""Компьютерное моделирование фотонных интегральных схем""",108,6001,subject,,10,64175,11,Б1.В.10,98
2056104,Дисциплины по выбору Б1.В.ДВ.1,72,6001,choice,,11,64175,,Б1.В.ДВ.01,37
2056105,Коммерциализация результатов научных исследований и разработок,72,6001,subject,"2,056,104",12,64175,19,Б1.В.ДВ.01.01,37
2056123,Внешнеэкономическая деятельность организаций,72,6001,subject,"2,056,104",13,64175,19,Б1.В.ДВ.01.02,37
2056111,Дисциплины по выбору Б1.В.ДВ.2,144,6001,choice,,14,64175,,Б1.В.ДВ.02,23
2056112,Технологии перспективных материалов электроники и радиофотоники,144,6001,subject,"2,056,111",15,64175,32,Б1.В.ДВ.02.01,23
2056122,Полупроводниковые лазеры,144,6001,subject,"2,056,111",16,64175,11,Б1.В.ДВ.02.02,23
2056102,Компьютерные технологии и моделирование в электронике,108,6001,subject,,17,64174,32,Б1.О.01,37
2056103,Микропроцессорная техника,144,6001,subject,,18,64174,36,Б1.О.02,40
2056106,Процессы микро- и нанотехнологии,144,6001,subject,,19,64174,32,Б1.О.03,23
2056107,Современные проблемы электроники,144,6001,subject,,20,64174,55,Б1.О.04,92
2056127,Дисциплины по выбору Б1.О.ДВ.1,216,6001,choice,,21,64174,,Б1.О.ДВ.01,111
2056129,Русский язык как иностранный,216,6001,subject,"2,056,127",22,64174,41,Б1.О.ДВ.01.01,111
2056128,Иностранный язык,216,6001,subject,"2,056,127",23,64174,9,Б1.О.ДВ.01.02,111
2056114,Учебная практика (научно-исследовательская работа (получение первичных навыков научно-исследовательской работы)),324,6001,practice,,24,64178,11,Б2.В.01(У),323
2056115,Производственная практика (проектно-конструкторская практика),432,6001,practice,,25,64178,11,Б2.В.02(П),430
2056130,Производственная практика (производственно-технологическая практика),324,6001,practice,,26,64178,11,Б2.В.03(П),322
2056116,Производственная практика (преддипломная практика),756,6001,practice,,27,64177,11,Б2.О.01(Пд),754
2056117,Выполнение и защита выпускной квалификационной работы,324,6001,stateExam,,28,64179,11,Б3.01,322
2056113,Военная подготовка (Обучение граждан по программе военной подготовки офицеров запаса на факультете военного обучения (военной кафедре)),504,6001,subject,,29,64180,99,ФТД.01,137
2056118,Религиоведение,72,6001,subject,,30,64180,40,ФТД.02,37
2056119,Прикладная механика,108,6001,subject,,31,64180,18,ФТД.03,39
2056248,Основы научных исследований,72,6003,subject,,1,64127,43,Б1.В.01,37
2056256,Процессы электронных и ионных технологий,108,6003,subject,,2,64127,32,Б1.В.02,38
2056255,Интегральная и волоконная оптика,144,6003,subject,,3,64127,11,Б1.В.03,38
2056257,"Микроволновая твердотельная электроника, радиофотоника и волоконная оптика",180,6003,subject,,4,64127,32,Б1.В.04,59
2056259,Основы лазеров,144,6003,subject,,5,64127,11,Б1.В.05,57
2056258,Приборы и устройства функциональной электроники и радиофотоники,144,6003,subject,,6,64127,32,Б1.В.06,23
2056260,"Междисциплинарный проект ""Разработка устройства радиофотоники и технологии его изготовления""",108,6003,subject,,7,64127,32,Б1.В.07,98
2056251,Дисциплины по выбору Б1.В.ДВ.1,72,6003,choice,,8,64127,,Б1.В.ДВ.01,37
2056252,Коммерциализация результатов научных исследований и разработок,72,6003,subject,"2,056,251",9,64127,19,Б1.В.ДВ.01.01,37
2056274,Внешнеэкономическая деятельность организаций,72,6003,subject,"2,056,251",10,64127,19,Б1.В.ДВ.01.02,37
2056261,Дисциплины по выбору Б1.В.ДВ.2,108,6003,choice,,11,64127,,Б1.В.ДВ.02,39
2056262,Фотоника,108,6003,subject,"2,056,261",12,64127,11,Б1.В.ДВ.02.01,39
2056263,"Вакуумно-плазменные технологии в электронике, радиофотонике и волоконной оптике",108,6003,subject,"2,056,261",13,64127,32,Б1.В.ДВ.02.02,39
2056264,Дисциплины по выбору Б1.В.ДВ.3,180,6003,choice,,14,64127,,Б1.В.ДВ.03,42
2056265,Современные методы проектирования радиофотонных интегральных схем гигагерцовых и терагерцовых частот,180,6003,subject,"2,056,264",15,64127,32,Б1.В.ДВ.03.01,42
2056266,Диагностика материалов электроники и радиофотоники,180,6003,subject,"2,056,264",16,64127,32,Б1.В.ДВ.03.02,42
2056275,Дисциплины по выбору Б1.В.ДВ.4,144,6003,choice,,17,64127,,Б1.В.ДВ.04,57
2056276,Перспективы сверхвысокочастотной радиофотоники и волоконной оптики,144,6003,subject,"2,056,275",18,64127,32,Б1.В.ДВ.04.01,57
2056277,Материалы фотоники,144,6003,subject,"2,056,275",19,64127,11,Б1.В.ДВ.04.02,57
2056249,Компьютерные технологии и моделирование в электронике,108,6003,subject,,20,64126,32,Б1.О.01,37
2056250,Микропроцессорная техника,144,6003,subject,,21,64126,36,Б1.О.02,40
2056253,Процессы микро- и нанотехнологии,144,6003,subject,,22,64126,32,Б1.О.03,23
2056254,Современные проблемы электроники,144,6003,subject,,23,64126,55,Б1.О.04,92
2056278,Дисциплины по выбору Б1.О.ДВ.1,216,6003,choice,,24,64126,,Б1.О.ДВ.01,111
2056280,Русский язык как иностранный,216,6003,subject,"2,056,278",25,64126,41,Б1.О.ДВ.01.01,111
2056279,Иностранный язык,216,6003,subject,"2,056,278",26,64126,9,Б1.О.ДВ.01.02,111
2056268,Учебная практика (научно-исследовательская работа (получение первичных навыков научно-исследовательской работы)),324,6003,practice,,27,64130,32,Б2.В.01(У),323
2056269,Производственная практика (проектно-конструкторская практика),432,6003,practice,,28,64130,32,Б2.В.02(П),430
2056281,Производственная практика (производственно-технологическая практика),324,6003,practice,,29,64130,32,Б2.В.03(П),322
2056270,Производственная практика (преддипломная практика),756,6003,practice,,30,64129,32,Б2.О.01(Пд),754
2056271,Выполнение и защита выпускной квалификационной работы,324,6003,stateExam,,31,64131,32,Б3.01,322
2056267,Военная подготовка (Обучение граждан по программе военной подготовки офицеров запаса на факультете военного обучения (военной кафедре)),504,6003,subject,,32,64132,99,ФТД.01,137
2056272,Религиоведение,72,6003,subject,,33,64132,40,ФТД.02,37
2056273,Прикладная механика,108,6003,subject,,34,64132,18,ФТД.03,39
2067345,Алгебра и геометрия,144,6272,subject,,1,71987,4,Б1.В.01,40
2067346,Математический анализ,288,6272,subject,,2,71987,4,Б1.В.02,132
2067359,Русский язык и культура речи,72,6272,subject,,3,71987,41,Б1.В.03,37
2067350,Экология,72,6272,subject,,4,71987,7,Б1.В.04,37
2067381,Основы налогообложения бизнеса,144,6272,subject,,5,71987,19,Б1.В.05,40
2067355,Правоведение,108,6272,subject,,6,71987,40,Б1.В.06,56
2067392,Правовое обеспечение бизнеса,144,6272,subject,,7,71987,19,Б1.В.07,75
2067393,Основы менеджмента качества,144,6272,subject,,8,71987,15,Б1.В.08,40
2067394,Эффективные коммуникации в бизнесе,144,6272,subject,,9,71987,19,Б1.В.09,75
2067395,PR и бренд-менеджмент,180,6272,subject,,10,71987,26,Б1.В.10,111
2067396,Современные методы рыночных исследований и интегрированные маркетинговые коммуникации,180,6272,subject,,11,71987,19,Б1.В.11,76
2067397,Логистика,108,6272,subject,,12,71987,8,Б1.В.12,37
2067398,Патентоведение,72,6272,subject,,13,71987,15,Б1.В.13,37
2067399,Case-проект,108,6272,subject,,14,71987,19,Б1.В.14,73
2067400,Управление конкурентоспособностью бизнеса,144,6272,subject,,15,71987,19,Б1.В.15,73
2067401,Управление рисками,144,6272,subject,,16,71987,19,Б1.В.16,40
2067402,Антикризисный менеджмент,144,6272,subject,,17,71987,19,Б1.В.17,40
2068459,Управление проектами,180,6272,subject,,18,71987,19,Б1.В.18,74
2067404,Государственные и муниципальные закупки,144,6272,subject,,19,71987,19,Б1.В.19,40
2067405,Цифровая трансформация бизнеса,144,6272,subject,,20,71987,19,Б1.В.20,119
2067406,Обеспечение экономической безопасности бизнеса,144,6272,subject,,21,71987,19,Б1.В.21,119
2067407,Оценка и управление стоимостью бизнеса,144,6272,subject,,22,71987,19,Б1.В.22,117
2067363,Элективные курсы по физической культуре и спорту,328,6272,subject,,23,71987,33,Б1.В.23,89
2067364,Элективные дисциплины Б1.В.ДВ.1,108,6272,choice,,24,71987,,Б1.В.ДВ.01,73
2067365,Межличностная коммуникация,108,6272,subject,"2,067,364",25,71987,42,Б1.В.ДВ.01.01,73
2067366,Технологии карьерного роста,108,6272,subject,"2,067,364",26,71987,8,Б1.В.ДВ.01.02,73
2067367,Тайм-менеджмент,108,6272,subject,"2,067,364",27,71987,19,Б1.В.ДВ.01.03,73
2067380,Эффективное лидерство,108,6272,subject,"2,067,364",28,71987,15,Б1.В.ДВ.01.04,73
2067408,Элективные дисциплины  Б1.В.ДВ.2,72,6272,choice,,29,71987,,Б1.В.ДВ.02,37
2067409,Система бережливого производства,72,6272,subject,"2,067,408",30,71987,15,Б1.В.ДВ.02.01,37
2067410,Стартапы в условиях открытых инноваций,72,6272,subject,"2,067,408",31,71987,8,Б1.В.ДВ.02.02,37
2067411,Элективные дисциплины Б1.В.ДВ.2,144,6272,choice,,32,71987,,Б1.В.ДВ.03,75
2067412,Управление продажами,144,6272,subject,"2,067,411",33,71987,19,Б1.В.ДВ.03.01,75
2067413,Управление жизненным циклом продукции (услуги),144,6272,subject,"2,067,411",34,71987,19,Б1.В.ДВ.03.02,75
2067344,История России,144,6272,subject,,35,71986,40,Б1.О.01,28
2067348,Социология,72,6272,subject,,36,71986,42,Б1.О.02,37
2067391,Микроэкономика,144,6272,subject,,37,71986,44,Б1.О.03,40
2067347,Информатика,144,6272,subject,,38,71986,15,Б1.О.04,40
2068457,Введение в предпринимательскую деятельность,144,6272,subject,,39,71986,19,Б1.О.05,75
2067360,Макроэкономика,180,6272,subject,,40,71986,44,Б1.О.06,74
2067349,Теория вероятностей и математическая статистика,144,6272,subject,,41,71986,4,Б1.О.07,40
